date, pm25, o3, no2, so2, co
2016/8/20, 13, , 3, , 1
2016/8/21, 17, , 2, , 1
2016/8/22, 22, , 2, , 1
2016/8/23, 44, , 1, , 
2016/8/24, 7, , 2, , 
2016/8/25, 16, , 4, , 
2016/8/26, 23, , 3, , 1
2016/8/27, 12, , 2, , 
2016/8/28, 26, , 1, , 
2016/8/29, 8, , 4, , 
2016/8/30, 27, , 4, , 1
2016/8/31, 29, , 8, , 2
2016/9/1, 53, , 4, 1, 1
2016/9/2, 38, , 1, 1, 
2016/9/3, 11, , 1, , 
2016/9/4, 4, , 1, , 
2016/9/5, 15, , 2, , 
2016/9/6, 6, , 2, , 
2016/9/7, 5, , 2, , 
2016/9/8, 6, , 2, , 
2016/9/9, 4, , 2, , 
2016/9/10, 6, , 1, , 
2016/9/11, 5, , 1, , 
2016/9/12, 5, , 2, , 
2016/9/13, 9, , 3, , 1
2016/9/14, 4, , 5, , 1
2016/9/15, 11, , 6, , 1
2016/9/16, 22, , 3, , 1
2016/9/17, 27, , 1, , 
2016/9/18, 15, , , , 
2016/9/19, 3, , 3, , 1
2016/9/20, 7, , 3, , 1
2016/9/21, 15, , 4, , 1
2016/9/22, 23, , 2, 11, 6
2016/9/23, 18, , 2, , 1
2016/9/24, 8, , 2, , 1
2016/9/25, 12, , 2, 1, 1
2016/9/26, 8, , 2, , 1
2016/9/27, 7, , 2, , 2
2016/9/28, 14, , 3, , 1
2016/9/29, 24, , 4, , 1
2016/9/30, 27, , 7, 1, 1
2016/10/1, 29, , 2, , 1
2016/4/2, 25, , 1, , 3
2016/4/3, 20, , 3, , 
2016/4/4, 27, , 6, , 4
2016/4/5, 21, , 1, , 
2016/4/6, 37, , , , 
2016/4/7, 17, , 7, , 3
2016/4/8, 32, , 5, 2, 4
2016/4/9, 27, , 1, , 3
2016/4/10, 24, , 2, , 3
2016/4/11, 23, , 7, , 4
2016/4/12, 35, , 5, 1, 5
2016/4/13, 24, , 1, , 1
2016/4/14, 23, , 3, , 1
2016/4/15, 34, , 2, , 2
2016/4/16, 41, , 3, , 
2016/4/17, 20, , 2, , 
2016/4/18, 25, , 5, , 2
2016/4/19, 16, , 4, , 2
2016/4/20, 17, , 3, , 
2016/4/21, 34, , 7, , 2
2016/4/22, 35, , 3, , 2
2016/4/23, 26, , 1, , 
2016/4/24, 24, , 2, , 
2016/4/25, 20, , 2, , 
2016/4/26, 8, , 5, , 2
2016/4/27, 28, , 6, , 2
2016/4/28, 18, , 5, , 2
2016/4/29, 27, , 8, 2, 2
2016/4/30, 25, , 5, , 2
2016/5/1, 12, , 4, , 2
2016/5/2, 11, , 5, , 2
2016/5/3, 11, , 5, , 2
2016/5/4, 15, , 4, , 2
2016/5/5, 26, , 3, 1, 2
2016/5/6, 38, , 3, , 
2016/5/7, 30, , 4, , 
2016/5/8, 40, , 2, , 2
2016/5/9, 21, , 2, , 2
2016/5/10, 8, , 3, , 2
2016/5/11, 16, , 5, , 3
2016/5/12, 41, , 3, , 
2016/5/13, 31, , 5, , 3
2016/5/14, 28, , 6, , 3
2016/5/15, 75, , 5, , 3
2016/5/16, 43, , 6, 1, 3
2016/5/17, 29, , 3, , 3
2016/5/18, 20, , 4, 1, 
2016/5/19, 27, , 6, , 3
2016/5/20, 32, , 2, , 4
2016/5/21, 8, , 2, , 3
2016/5/26, 43, , 7, , 1
2016/5/27, 92, , 3, , 1
2016/5/28, 31, , 1, 1, 1
2016/5/29, 9, , 1, , 1
2016/5/30, 9, , 1, , 1
2016/5/31, 11, , 2, , 
2016/6/1, 17, , 4, , 
2016/6/2, 22, , 6, , 2
2016/6/3, 18, , 2, , 
2016/6/4, 11, , 2, , 
2016/6/5, 14, , 4, , 
2016/6/6, 25, , 3, , 
2016/6/7, 28, , 3, , 3
2016/6/8, 41, , 4, , 2
2016/6/9, 39, , 2, , 
2016/6/10, 18, , 2, 1, 
2016/6/11, 19, , 1, , 
2016/6/12, 15, , , , 
2016/6/13, 1, , 2, 1, 2
2016/6/14, 6, , 4, , 2
2016/6/15, 6, , 2, , 
2016/6/16, 2, , 2, , 2
2016/6/17, 5, , 1, , 
2016/6/18, 4, , 3, , 2
2016/6/19, 14, , , , 
2016/6/20, 4, , 2, , 2
2016/6/21, 9, , 5, , 2
2016/6/22, 14, , 2, , 2
2016/6/23, 13, , 3, , 3
2016/6/24, 29, , 1, , 2
2016/6/25, 7, , 1, , 4
2016/6/26, 10, , 1, , 3
2016/6/27, 16, , 3, , 3
2016/6/28, 20, , 6, , 2
2016/6/29, 32, , 3, , 2
2016/6/30, 19, , 4, , 2
2016/7/1, 35, , 1, , 2
2016/1/5, 28, , 13, 1, 5
2016/1/6, 67, , 13, , 5
2016/1/7, 91, , 7, 2, 5
2016/1/8, 59, , 11, , 5
2016/1/9, 34, , 10, , 5
2016/1/10, 55, , 5, , 5
2016/1/11, 18, , 9, , 5
2016/1/12, 28, , 1, , 5
2016/1/13, 15, , 5, , 5
2016/1/14, 11, , 7, , 5
2016/1/15, 23, , 4, 1, 5
2016/1/16, 35, , 4, 1, 
2016/1/17, 31, , 10, , 6
2016/1/18, 26, , 13, , 7
2016/1/19, 32, , 10, , 6
2016/1/20, 10, , 13, , 28
2016/1/21, 75, , 12, , 2
2016/1/22, 43, , 6, , 2
2016/1/23, 14, , 5, , 2
2016/1/24, 38, , 7, , 2
2016/1/25, 51, , 9, , 3
2016/1/26, 22, , 1, , 2
2016/1/27, 17, , 1, , 2
2016/1/28, 15, , 3, , 2
2016/1/29, 23, , 3, , 2
2016/1/30, 12, , 1, , 2
2016/1/31, 13, , 8, , 4
2016/2/1, 18, , 15, , 3
2016/2/2, 33, , 7, , 3
2016/2/3, 36, , 7, , 3
2016/2/4, 20, , 5, , 4
2016/2/5, 16, , 1, , 
2016/2/6, 15, , 1, , 
2016/2/7, 19, , 2, , 
2016/2/8, 14, , 1, , 3
2016/2/9, 28, , 4, , 3
2016/2/10, 21, , 4, , 3
2016/2/11, 37, , 7, , 2
2016/2/12, 35, , 5, , 2
2016/2/13, 58, , 1, , 1
2016/2/14, 11, , 1, , 
2016/2/15, 29, , , , 
2016/2/18, 25, , 7, , 4
2016/2/19, 27, , 3, , 3
2016/2/20, 23, , 3, , 3
2016/2/21, 34, , 2, , 3
2016/2/22, 26, , 4, , 3
2016/2/23, 28, , 7, , 5
2016/2/24, 32, , 9, , 4
2016/2/25, 28, , 6, , 4
2016/2/26, 34, , 2, , 3
2016/2/27, 32, , 2, , 3
2016/2/28, 29, , 3, , 3
2016/2/29, 20, , 5, , 4
2016/3/1, 34, , 10, , 5
2016/3/2, 31, , 4, , 
2016/3/3, 20, , 5, , 4
2016/3/4, 57, , 3, , 4
2016/3/5, 13, , 3, , 
2016/3/6, 36, , 3, , 4
2016/3/7, 35, , 2, , 4
2016/3/8, 18, , 2, , 4
2016/3/9, 27, , 4, , 3
2016/3/10, 23, , 4, , 2
2016/3/11, 20, , 2, , 
2016/3/12, 25, , 3, , 
2016/3/13, 17, , 2, , 
2016/3/14, 19, , 2, , 3
2016/3/15, 18, , 5, , 2
2016/3/16, 20, , 2, , 
2016/3/17, 16, , 3, , 2
2016/3/18, 15, , 4, , 2
2016/3/19, 23, , 4, , 2
2016/3/20, 20, , 4, , 2
2016/3/21, 19, , 5, , 2
2016/3/22, 34, , 3, , 3
2016/3/23, 40, , 7, , 4
2016/3/24, 44, , 1, , 2
2016/3/25, 15, , 2, , 2
2016/3/26, 30, , 2, , 
2016/3/27, 21, , 2, , 
2016/3/28, 19, , 2, , 
2016/3/29, 21, , 6, , 4
2016/3/30, 15, , 6, , 3
2016/3/31, 31, , 3, , 4
2016/4/1, 21, , 4, , 3
2015/10/2, 56, , 11, , 3
2015/10/3, 46, , 1, , 2
2015/10/4, 14, , , , 
2015/10/6, 33, , 8, , 3
2015/10/7, 36, , 5, , 3
2015/10/8, 35, , 4, , 3
2015/10/9, 29, , 3, , 3
2015/10/10, 34, , 1, , 3
2015/10/11, 21, , , , 3
2015/10/12, 18, , , , 
2015/10/13, 23, , 5, , 4
2015/10/14, 24, , 9, , 4
2015/10/15, 30, , 8, , 4
2015/10/16, 35, , 11, , 4
2015/10/17, 37, , 7, , 3
2015/10/18, 35, , 2, , 3
2015/10/19, 30, , 4, , 4
2015/10/20, 19, , 4, , 2
2015/10/21, 18, , 4, , 1
2015/10/22, 17, , 4, , 2
2015/10/23, 19, , 8, , 2
2015/10/24, 24, , 7, , 2
2015/10/25, 33, , 6, , 2
2015/10/26, 35, , 9, , 3
2015/10/27, 32, , 5, , 2
2015/10/28, 22, , 13, , 4
2015/10/29, 40, , 2, , 2
2015/10/30, 26, , 3, , 2
2015/10/31, 20, , 9, , 3
2015/11/1, 19, , 2, , 2
2015/11/2, 19, , 5, , 3
2015/11/3, 47, , 4, , 3
2015/11/4, 38, , 5, , 3
2015/11/5, 47, , 5, , 3
2015/11/6, 42, , 5, , 4
2015/11/7, 42, , 1, , 
2015/11/8, 18, , 3, , 3
2015/11/9, 26, , 3, 1, 3
2015/11/10, 32, , 8, 1, 4
2015/11/11, 31, , 3, , 3
2015/11/12, 29, , 3, , 3
2015/11/13, 24, , 2, , 3
2015/11/14, 19, , 8, , 4
2015/11/15, 36, , 10, , 4
2015/11/16, 22, , 4, , 4
2015/11/17, 27, , 5, , 4
2015/11/18, 17, , 4, , 4
2015/11/19, 17, , 8, , 3
2015/11/20, 26, , 5, , 2
2015/11/21, 23, , 1, , 2
2015/11/22, 23, , 2, , 2
2015/11/23, 16, , 12, , 2
2015/11/24, 31, , 2, , 2
2015/11/25, 26, , 13, 1, 3
2015/11/26, 29, , 12, 1, 3
2015/11/27, 42, , 17, , 4
2015/11/28, 25, , 16, 1, 3
2015/11/29, 26, , 14, , 3
2015/11/30, 28, , 17, , 4
2015/12/1, 31, , 2, , 2
2015/12/2, 18, , 2, , 
2015/12/3, 22, , 7, , 3
2015/12/4, 20, , 4, , 3
2015/12/5, 22, , 2, , 
2015/12/6, 15, , 3, , 3
2015/12/7, 14, , 5, , 4
2015/12/8, 16, , 1, , 2
2015/12/9, 24, , 4, , 1
2015/12/10, 23, , 12, , 3
2015/12/11, 39, , 6, , 2
2015/12/12, 26, , 7, , 2
2015/12/13, 29, , 3, , 
2015/12/14, 16, , 4, , 
2015/12/15, 43, , 5, , 3
2015/12/16, 27, , 8, , 3
2015/12/17, 18, , 16, , 4
2015/12/18, 27, , 10, , 3
2015/12/19, 38, , 4, , 2
2015/12/20, 16, , 3, , 
2015/12/21, 15, , 12, , 3
2015/12/22, 15, , 13, , 4
2015/12/23, 26, , 15, , 4
2015/12/24, 44, , 7, 2, 3
2015/12/25, 69, , 8, 1, 3
2015/12/26, 46, , 10, , 4
2015/12/27, 40, , 1, , 
2015/12/28, 13, , 10, , 4
2015/12/29, 46, , 20, , 5
2015/12/30, 96, , 13, , 4
2015/12/31, 42, , , , 
2016/1/4, 23, , 15, , 4
2015/7/2, 90, , 3, , 2
2015/7/3, 24, , 3, , 2
2015/7/4, 25, , 2, 1, 2
2015/7/5, 24, , 1, , 2
2015/7/6, 39, , 4, , 2
2015/7/7, 20, , 3, , 2
2015/7/8, 29, , 4, 1, 2
2015/7/9, 43, , 4, , 2
2015/7/10, 47, , 5, , 2
2015/7/11, 52, , 2, , 2
2015/7/12, 25, , 1, , 2
2015/7/13, 22, , 1, , 2
2015/7/14, 37, , 3, , 2
2015/7/15, 21, , 3, 1, 
2015/7/16, 12, , 2, 1, 1
2015/7/17, 14, , 1, , 1
2015/7/18, 13, , 1, , 1
2015/7/19, 11, , 1, , 1
2015/7/20, 15, , 5, , 1
2015/7/21, 14, , 5, , 1
2015/7/22, 25, , 3, , 1
2015/7/23, 39, , 4, , 1
2015/7/24, 31, , 4, , 1
2015/7/25, 33, , 1, , 1
2015/7/26, 23, , 1, , 1
2015/7/27, 20, , 2, , 1
2015/7/28, 29, , 1, , 
2015/7/29, 19, , 2, , 1
2015/7/30, 22, , 4, , 1
2015/7/31, 29, , 5, , 1
2015/8/1, 33, , 2, , 1
2015/8/2, 35, , 1, , 1
2015/8/3, 33, , 3, , 1
2015/8/4, 37, , 3, , 2
2015/8/5, 58, , 3, , 1
2015/8/6, 38, , 3, , 1
2015/8/7, 20, , 4, , 2
2015/8/8, 17, , 3, , 1
2015/8/9, 18, , 2, , 1
2015/8/10, 25, , 5, , 2
2015/8/11, 49, , 5, , 2
2015/8/12, 44, , 4, , 2
2015/8/13, 54, , 7, , 2
2015/8/14, 63, , 4, 1, 2
2015/8/15, 65, , 2, , 2
2015/8/16, 31, , 1, , 1
2015/8/17, 26, , 3, , 
2015/8/18, 32, , 2, , 1
2015/8/20, 21, , 5, , 2
2015/8/21, 36, , 2, , 2
2015/8/22, 30, , 1, , 2
2015/8/23, 19, , 2, , 2
2015/8/24, 9, , 8, , 4
2015/8/25, 113, , 6, , 7
2015/8/26, 154, , 6, , 6
2015/8/27, 162, , 6, , 5
2015/8/28, 150, , 7, 1, 6
2015/8/29, 140, , 5, , 5
2015/8/30, 120, , , , 1
2015/8/31, 39, , , , 1
2015/9/1, 30, , 4, , 2
2015/9/2, 28, , 6, , 2
2015/9/3, 41, , 4, , 
2015/9/4, 32, , 3, , 1
2015/9/5, 30, , 1, , 1
2015/9/6, 17, , 1, , 
2015/9/7, 20, , 2, , 
2015/9/8, 21, , 2, , 2
2015/9/9, 21, , 4, , 2
2015/9/10, 24, , 6, , 2
2015/9/11, 33, , 5, , 1
2015/9/12, 34, , 2, 1, 1
2015/9/13, 26, , 1, , 
2015/9/14, 20, , 2, , 1
2015/9/15, 25, , 4, , 2
2015/9/16, 35, , 4, , 2
2015/9/17, 30, , 6, , 2
2015/9/18, 24, , 1, , 
2015/9/19, 20, , , , 
2015/9/20, 18, , , , 1
2015/9/21, 25, , 2, , 1
2015/9/22, 41, , 5, , 2
2015/9/23, 25, , 6, 1, 2
2015/9/24, 28, , 12, , 3
2015/9/25, 36, , 7, , 2
2015/9/26, 36, , 5, , 2
2015/9/27, 47, , 2, , 
2015/9/28, 29, , 5, , 2
2015/9/29, 25, , 6, , 3
2015/9/30, 24, , 6, , 2
2015/10/1, 44, , 13, , 4
2015/4/2, 11, , 2, , 2
2015/4/3, 15, , 3, , 3
2015/4/4, 18, , 3, , 
2015/4/5, 30, , 1, , 2
2015/4/6, 14, , 4, , 3
2015/4/7, 29, , 5, , 3
2015/4/8, 20, , 7, , 3
2015/4/9, 28, , 8, , 3
2015/4/10, 32, , 4, , 3
2015/4/11, 27, , 1, , 3
2015/4/12, 19, , 1, , 
2015/4/13, 16, , 5, , 3
2015/4/14, 23, , 6, 2, 3
2015/4/15, 31, , 2, 1, 3
2015/4/16, 12, , 5, , 4
2015/4/17, 26, , 4, , 4
2015/4/18, 22, , 1, , 3
2015/4/19, 20, , 8, , 4
2015/4/20, 25, , 5, , 4
2015/4/21, 20, , 7, 1, 
2015/4/22, 36, , 4, , 4
2015/4/23, 48, , 7, , 4
2015/4/24, 23, , 2, , 
2015/4/25, 21, , 1, , 
2015/4/26, 20, , 1, , 1
2015/4/27, 33, , 2, , 2
2015/4/28, 21, , 3, , 2
2015/4/29, 25, , 3, , 2
2015/4/30, 27, , 2, , 
2015/5/1, 21, , 1, , 2
2015/5/2, 28, , 2, , 
2015/5/3, 16, , 2, , 
2015/5/4, 15, , 5, 1, 
2015/5/5, 26, , 4, 1, 
2015/5/6, 31, , 1, , 
2015/5/7, 21, , 2, , 2
2015/5/8, 48, , 3, , 3
2015/5/9, 29, , 4, , 2
2015/5/10, 39, , 4, 1, 2
2015/5/11, 40, , 2, , 2
2015/5/12, 28, , 5, 1, 3
2015/5/13, 35, , 4, , 
2015/5/14, 41, , 9, , 3
2015/5/15, 52, , 5, , 3
2015/5/16, 46, , 2, , 
2015/5/17, 33, , 1, , 
2015/5/18, 21, , 5, , 
2015/5/19, 21, , 7, , 3
2015/5/20, 22, , 6, , 3
2015/5/21, 25, , 5, , 2
2015/5/22, 33, , 4, , 1
2015/5/23, 35, , 5, , 1
2015/5/24, 35, , 4, , 1
2015/5/25, 27, , 6, , 2
2015/5/26, 45, , 4, , 1
2015/5/27, 48, , 4, , 
2015/5/28, 49, , 4, , 3
2015/5/29, 69, , 6, , 3
2015/5/30, 62, , 5, , 2
2015/5/31, 45, , 2, , 2
2015/6/1, 44, , 3, , 
2015/6/2, 44, , 5, , 2
2015/6/3, 63, , 3, , 2
2015/6/4, 95, , 5, , 2
2015/6/5, 42, , 4, 1, 
2015/6/6, 39, , 6, , 2
2015/6/7, 35, , 8, , 3
2015/6/8, 41, , 5, , 2
2015/6/9, 30, , 4, , 2
2015/6/10, 31, , 4, , 2
2015/6/11, 27, , 3, , 2
2015/6/12, 22, , 2, , 2
2015/6/13, 35, , 2, , 
2015/6/14, 12, , 1, , 
2015/6/15, 21, , 3, , 2
2015/6/16, 22, , 3, , 2
2015/6/17, 21, , 3, , 2
2015/6/18, 22, , 4, , 2
2015/6/19, 21, , 3, , 1
2015/6/20, 18, , 2, , 1
2015/6/21, 13, , 1, , 1
2015/6/22, 14, , 4, , 1
2015/6/23, 18, , 4, , 1
2015/6/24, 20, , 5, , 1
2015/6/25, 17, , 5, , 1
2015/6/26, 16, , 4, , 1
2015/6/27, 20, , 3, , 2
2015/6/28, 27, , 3, 1, 2
2015/6/29, 32, , 5, , 2
2015/6/30, 35, , 3, , 5
2015/7/1, 54, , 2, , 3
2015/1/2, 15, , 2, , 5
2015/1/3, 10, , 8, 2, 5
2015/1/4, 33, , 5, 3, 
2015/1/5, 24, , 6, 1, 6
2015/1/6, 36, , 8, 2, 6
2015/1/7, 36, , 8, 1, 6
2015/1/8, 22, , 9, , 5
2015/1/9, 25, , 23, , 3
2015/1/10, 36, , 12, 1, 2
2015/1/11, 66, , 13, 1, 3
2015/1/12, 116, , 23, 1, 5
2015/1/13, 92, , 10, , 2
2015/1/14, 10, , 4, , 2
2015/1/15, 8, , 2, , 2
2015/1/16, 16, , 3, , 2
2015/1/17, 14, , 1, , 3
2015/1/18, 14, , 3, , 2
2015/1/19, 16, , 2, , 
2015/1/20, 20, , 12, , 5
2015/1/21, 19, , 5, , 3
2015/1/22, 14, , 1, , 
2015/1/23, 12, , 1, , 
2015/1/24, 10, , 2, , 3
2015/1/25, 15, , , , 
2015/1/26, 22, , 4, , 3
2015/1/27, 19, , 1, , 3
2015/1/28, 18, , 10, , 4
2015/1/29, 62, , 9, , 5
2015/1/30, 15, , 10, , 5
2015/1/31, 52, , 6, , 5
2015/2/1, 30, , 8, , 4
2015/2/2, 27, , 7, , 5
2015/2/3, 64, , 9, 1, 7
2015/2/4, 56, , 10, , 5
2015/2/5, 37, , 7, , 5
2015/2/6, 56, , 6, 1, 5
2015/2/7, 44, , 1, , 5
2015/2/8, 12, , 3, , 
2015/2/9, 48, , 4, , 5
2015/2/10, 62, , 8, , 6
2015/2/11, 81, , 8, , 6
2015/2/12, 79, , 1, , 5
2015/2/13, 15, , 2, , 5
2015/2/14, 24, , 6, , 6
2015/2/15, 31, , 5, , 6
2015/2/16, 21, , 2, , 6
2015/2/17, 15, , 6, , 6
2015/2/18, 44, , 7, , 7
2015/2/19, 32, , 3, , 5
2015/2/20, 21, , 3, , 1
2015/2/21, 20, , 4, , 2
2015/2/22, 18, , 6, , 2
2015/2/23, 18, , 6, , 2
2015/2/24, 20, , 3, , 2
2015/2/25, 18, , 3, , 2
2015/2/26, 19, , 4, , 2
2015/2/27, 20, , 4, , 2
2015/2/28, 38, , 5, , 2
2015/3/1, 29, , 6, , 2
2015/3/2, 17, , 2, , 2
2015/3/3, 14, , 7, , 4
2015/3/4, 17, , 7, , 3
2015/3/5, 18, , 2, , 
2015/3/6, 19, , 3, , 3
2015/3/7, 23, , 5, , 3
2015/3/8, 18, , 4, , 3
2015/3/9, 22, , 1, , 3
2015/3/10, 18, , 8, , 4
2015/3/11, 26, , 8, , 4
2015/3/12, 24, , 1, , 3
2015/3/13, 20, , 5, , 4
2015/3/14, 21, , 3, , 3
2015/3/15, 20, , 1, , 3
2015/3/16, 13, , 5, , 4
2015/3/17, 28, , 6, , 4
2015/3/18, 26, , 5, , 4
2015/3/19, 24, , 3, , 4
2015/3/20, 25, , 3, , 4
2015/3/21, 35, , 6, , 4
2015/3/22, 27, , 2, , 4
2015/3/23, 27, , 3, , 4
2015/3/24, 27, , 4, 7, 3
2015/3/25, 43, , 5, , 2
2015/3/26, 36, , 1, 1, 
2015/3/27, 22, , 1, , 
2015/3/28, 20, , 3, , 3
2015/3/29, 21, , 1, , 2
2015/3/30, 38, , 3, , 2
2015/3/31, 28, , 6, , 2
2015/4/1, 26, , 2, , 2
2014/10/2, 15, , 2, , 2
2014/10/3, 13, , 5, , 4
2014/10/4, 20, , , , 2
2014/10/5, 17, , 3, , 3
2014/10/6, 19, , , , 2
2014/10/7, 25, , , , 
2014/10/9, 46, , 8, , 2
2014/10/10, 37, , 4, , 2
2014/10/11, 21, , 1, , 
2014/10/12, 22, , 3, , 2
2014/10/13, 20, , 1, , 2
2014/10/14, 17, , 4, , 3
2014/10/15, 20, , 6, 1, 3
2014/10/16, 39, , 5, , 4
2014/10/17, 40, , 6, , 3
2014/10/18, 19, , 1, , 2
2014/10/19, 9, , 2, , 2
2014/10/20, 20, , 7, , 4
2014/10/21, 20, , 4, , 3
2014/10/22, 35, , 2, , 3
2014/10/23, 17, , 2, , 3
2014/10/24, 20, , 1, , 
2014/10/25, 30, , 7, , 3
2014/10/26, 35, , 3, , 3
2014/10/27, 32, , 6, 4, 4
2014/10/28, 29, , 7, 1, 4
2014/10/29, 32, , 1, , 3
2014/10/30, 35, , 4, 3, 3
2014/10/31, 30, , 10, 1, 5
2014/11/1, 31, , 4, , 4
2014/11/2, 39, , 6, , 5
2014/11/3, 20, , 6, , 5
2014/11/4, 32, , 3, , 4
2014/11/5, 20, , 5, , 4
2014/11/6, 28, , 4, , 4
2014/11/7, 22, , 5, , 4
2014/11/8, 26, , 2, , 4
2014/11/9, 32, , 1, 2, 
2014/11/10, 21, , 7, 1, 5
2014/11/11, 32, , 2, , 4
2014/11/12, 33, , 9, 2, 3
2014/11/13, 43, , , 1, 3
2014/11/14, 43, , , 1, 2
2014/11/15, 69, , , 1, 2
2014/11/16, 54, , , , 3
2014/11/17, 31, , , , 6
2014/11/18, 42, , , , 4
2014/11/19, 28, , , , 3
2014/11/20, 53, , , , 3
2014/11/21, 38, , , , 2
2014/11/22, 13, , , , 2
2014/11/23, 15, , , , 3
2014/11/24, 16, , , , 3
2014/11/25, 14, , , , 4
2014/11/26, 17, , , , 4
2014/11/27, 34, , , , 3
2014/11/28, 21, , , , 3
2014/11/29, 30, , , , 4
2014/11/30, 26, , , , 4
2014/12/1, 23, , 3, , 
2014/12/2, 13, , 7, , 2
2014/12/3, 17, , 25, 1, 5
2014/12/4, 29, , 19, 1, 3
2014/12/5, 48, , 22, 1, 3
2014/12/6, 85, , 11, , 2
2014/12/7, 25, , 3, , 3
2014/12/8, 21, , 13, , 2
2014/12/9, 15, , 4, , 2
2014/12/10, 19, , 5, , 2
2014/12/11, 23, , 9, , 3
2014/12/12, 25, , 13, , 4
2014/12/13, 34, , 5, 1, 3
2014/12/14, 31, , 10, , 5
2014/12/15, 31, , 23, 1, 4
2014/12/16, 36, , 20, , 4
2014/12/17, 29, , 9, , 4
2014/12/18, 14, , 7, , 4
2014/12/19, 14, , 8, , 4
2014/12/20, 11, , 3, , 4
2014/12/21, 11, , 7, , 5
2014/12/22, 16, , 16, , 6
2014/12/23, 26, , 10, , 5
2014/12/24, 11, , 6, , 4
2014/12/25, 13, , 2, , 
2014/12/26, 18, , 7, , 5
2014/12/27, 32, , 6, , 5
2014/12/28, 13, , 3, 1, 5
2014/12/29, 38, , , , 
2014/7/29, 39, , , , 
2014/8/9, 41, , 1, , 2
2014/8/10, 40, , 3, , 
2014/8/11, 36, , , , 
2014/8/13, 57, , 5, , 4
2014/8/14, 78, , , , 
2014/8/16, 35, , 5, , 2
2014/8/17, 32, , 2, , 3
2014/8/18, 46, , 3, , 3
2014/8/19, 54, , 4, 1, 3
2014/8/20, 63, , 3, , 2
2014/8/21, 47, , 2, , 2
2014/8/22, 39, , 2, , 
2014/8/23, 38, , 2, , 2
2014/8/24, 37, , 2, , 
2014/8/25, 25, , 3, , 3
2014/8/26, 31, , 5, , 3
2014/8/27, 22, , 2, , 2
2014/8/28, 33, , 2, , 2
2014/8/29, 20, , 4, , 2
2014/8/30, 24, , 1, , 
2014/8/31, 16, , 1, , 
2014/9/1, 12, , , , 
2014/9/2, 18, , 3, 1, 2
2014/9/3, 18, , 2, , 
2014/9/4, 20, , 3, , 3
2014/9/5, 19, , 3, 1, 2
2014/9/6, 23, , 3, , 2
2014/9/7, 18, , 1, , 2
2014/9/8, 21, , 1, , 
2014/9/9, 18, , 1, , 
2014/9/10, 14, , 1, , 2
2014/9/11, 10, , 3, , 2
2014/9/12, 13, , 3, 1, 2
2014/9/13, 16, , 3, 1, 2
2014/9/14, 21, , 2, , 2
2014/9/15, 14, , 4, , 2
2014/9/16, 16, , 7, , 3
2014/9/17, 38, , 9, , 4
2014/9/18, 46, , 5, , 3
2014/9/19, 51, , 1, , 2
2014/9/20, 23, , 3, , 2
2014/9/21, 20, , 3, , 2
2014/9/22, 27, , 6, , 3
2014/9/23, 30, , 1, , 2
2014/9/24, 40, , , , 
2014/9/30, 19, , 3, , 2
2014/10/1, 16, , 2, , 2
2024/1/17, , , 6, , 6
2023/4/24, , , 3, , 2
2023/6/29, , , 2, , 1
2023/6/30, , , 2, , 1
2022/1/11, , , 2, , 2
2022/2/28, , , 5, , 1
2020/4/1, , , 3, , 6
2020/1/1, , , 9, , 6
2020/1/6, , , 7, 1, 6
2020/1/23, , , 6, , 4
2019/10/9, , , 3, , 2
2019/12/8, , , 4, 1, 2
2019/12/14, , , 9, 1, 2
2019/9/15, , , 2, , 1
2019/5/6, , , 2, , 1
2019/1/1, , , 1, , 3
2018/10/18, , , 5, 1, 2
2018/11/13, , , 1, , 5
2018/4/24, , , 2, , 2
2018/1/17, , , 9, , 5
2018/2/15, , , 7, , 3
2017/10/15, , , , , 2
2017/11/24, , , 1, , 2
2017/12/5, , , 15, , 2
2017/9/10, , , 2, , 4
2017/5/31, , , 2, , 2
2016/10/11, , , 7, , 2
2016/10/17, , , 5, , 2
2016/5/22, , , 2, , 3
2016/5/23, , , 2, , 3
2016/5/24, , , 3, , 3
2016/5/25, , , 5, , 3
2016/2/17, , , 6, , 3
2015/10/5, , , 5, , 3
2016/1/3, , , 13, , 4
2015/8/19, , , 3, , 2
2015/1/1, , , 7, , 6
2014/10/8, , , 9, , 3
2014/7/28, , , 3, , 2
2014/8/8, , , 3, , 2
2014/8/12, , , 7, , 2
2014/8/15, , , 7, , 3
2014/9/29, , , 3, , 3
