date, pm25, o3, no2, so2, co
2015/7/3, 86, , 5, 2, 9
2015/7/4, 156, , 5, 1, 17
2015/7/5, 224, , 4, 7, 4
2015/7/6, 25, , , , 
2015/1/2, 15, , 13, , 7
2015/1/3, 15, , 9, , 7
2015/1/4, 14, , 9, , 8
2015/1/5, 15, , 4, , 7
2015/1/6, 9, , 13, , 8
2015/1/7, 13, , 14, 2, 9
2015/1/8, 20, , 4, 3, 8
2015/1/9, 11, , 21, 1, 10
2015/1/10, 17, , 20, 2, 10
2015/1/11, 26, , 16, , 10
2015/1/12, 26, , 16, , 11
2015/1/13, 32, , 16, , 10
2015/1/14, 28, , 9, 1, 10
2015/1/15, 15, , 7, , 10
2015/1/16, 12, , 10, , 11
2015/1/17, 15, , 13, 5, 11
2015/1/18, 17, , 11, 1, 12
2015/1/19, 34, , 16, 5, 11
2015/1/20, 36, , 14, 3, 7
2015/1/21, 23, , 10, , 2
2015/1/22, 14, , 6, 2, 2
2015/1/23, 9, , 12, 4, 3
2015/1/24, 39, , 9, , 3
2015/1/25, 8, , 7, , 3
2015/1/26, 5, , 12, 7, 4
2015/1/27, 12, , 7, , 2
2015/1/28, 13, , 12, 7, 1
2015/1/29, 29, , 15, 2, 2
2015/1/30, 18, , 8, 2, 1
2015/1/31, 16, , 15, 1, 3
2015/2/1, 37, , 14, 2, 3
2015/2/2, 27, , 15, 3, 3
2015/2/3, 22, , 14, 4, 3
2015/2/4, 22, , 14, 1, 3
2015/2/5, 22, , 11, 2, 3
2015/2/6, 34, , 3, , 2
2015/2/7, 14, , 5, , 3
2015/2/8, 13, , 18, 6, 3
2015/2/9, 22, , 23, 3, 3
2015/2/10, 36, , 11, 3, 3
2015/2/11, 21, , 10, 3, 4
2015/2/12, 29, , 14, 1, 4
2015/2/13, 32, , 6, , 4
2015/2/14, 24, , 7, 2, 4
2015/2/15, 19, , 8, 4, 4
2015/2/16, 25, , 11, 8, 5
2015/2/17, 27, , 16, 1, 5
2015/2/18, 24, , 11, , 5
2015/2/19, 33, , 12, 2, 4
2015/2/20, 27, , 6, 11, 1
2015/2/21, 27, , 14, 6, 2
2015/2/22, 30, , 10, 1, 2
2015/2/23, 19, , 4, 7, 2
2015/2/24, 3, , 2, 2, 2
2015/2/25, 8, , 17, 7, 3
2015/2/26, 37, , 13, 1, 3
2015/2/27, 20, , 13, , 3
2015/2/28, 15, , 6, 2, 3
2015/3/1, 7, , 14, , 3
2015/3/2, 11, , 3, 2, 3
2015/3/3, 21, , 8, 4, 3
2015/3/4, 22, , 15, 2, 5
2015/3/5, 23, , 24, , 6
2015/3/6, 25, , 17, 3, 5
2015/3/7, 20, , 6, , 4
2015/3/8, 12, , 18, , 6
2015/3/9, 19, , 12, , 5
2015/3/10, 14, , 5, 2, 5
2015/3/11, 12, , 9, 12, 5
2015/3/12, 19, , 13, 4, 4
2015/3/13, 27, , 12, , 2
2015/3/14, 24, , 13, 1, 3
2015/3/15, 47, , 3, 2, 2
2015/3/16, 17, , 10, 9, 2
2015/3/17, 25, , 13, 1, 3
2015/3/18, 31, , 9, 4, 2
2015/3/19, 26, , 5, 4, 2
2015/3/20, 18, , 6, 3, 2
2015/3/21, 18, , 5, 1, 2
2015/3/22, 24, , 4, , 3
2015/3/23, 15, , 10, 2, 3
2015/3/24, 18, , 10, 4, 3
2015/3/25, 23, , 9, , 3
2015/3/26, 20, , 7, 2, 4
2015/3/27, 24, , 8, , 4
2015/3/28, 24, , 4, , 4
2015/3/29, 8, , 7, , 4
2015/3/30, 11, , 6, , 4
2015/3/31, 18, , 9, , 4
2015/4/1, 12, , 2, , 4
2014/10/2, 12, , 1, 2, 3
2014/10/3, 5, , 5, , 3
2014/10/4, 12, , 7, 14, 3
2014/10/5, 23, , 6, 10, 3
2014/10/6, 25, , 4, 2, 3
2014/10/7, 12, , 5, 2, 3
2014/10/8, 14, , 7, , 3
2014/10/9, 13, , 6, 1, 3
2014/10/10, 22, , 13, , 4
2014/10/11, 32, , 5, , 4
2014/10/12, 27, , 3, , 3
2014/10/13, 10, , 7, , 4
2014/10/14, 20, , 11, , 4
2014/10/15, 24, , 4, 2, 3
2014/10/16, 10, , 7, 1, 1
2014/10/17, 14, , 5, , 1
2014/10/18, 15, , 6, , 1
2014/10/19, 19, , 5, , 1
2014/10/20, 17, , 9, , 2
2014/10/21, 26, , 9, , 2
2014/10/22, 23, , 9, , 2
2014/10/23, 17, , 8, , 2
2014/10/24, 25, , 1, , 2
2014/10/25, 3, , 2, , 1
2014/10/26, 9, , 5, , 2
2014/10/27, 11, , 7, , 2
2014/10/28, 12, , 5, , 2
2014/10/29, 12, , 1, , 2
2014/10/30, 3, , 4, , 2
2014/10/31, 11, , 5, , 2
2014/11/1, 28, , 7, , 3
2014/11/2, 36, , 3, , 3
2014/11/3, 15, , 5, 3, 3
2014/11/4, 31, , 5, , 3
2014/11/5, 19, , 3, , 3
2014/11/6, 44, , 7, 1, 3
2014/11/7, 28, , 3, 3, 2
2014/11/8, 11, , 9, 4, 2
2014/11/9, 20, , 9, 5, 2
2014/11/10, 18, , 4, 2, 2
2014/11/11, 12, , 8, 4, 2
2014/11/12, 21, , 11, 1, 3
2014/11/13, 19, , 15, 1, 4
2014/11/14, 38, , 11, 3, 3
2014/11/15, 30, , 6, 2, 3
2014/11/16, 34, , 4, 1, 3
2014/11/17, 4, , 12, , 3
2014/11/18, 14, , 5, 1, 3
2014/11/19, 15, , 8, , 4
2014/11/20, 14, , 13, , 5
2014/11/21, 46, , 5, 2, 4
2014/11/22, 11, , 5, , 4
2014/11/23, 10, , 10, 1, 4
2014/11/24, 23, , 6, , 4
2014/11/25, 9, , 12, 8, 4
2014/11/26, 10, , 14, 1, 4
2014/11/27, 30, , 12, , 1
2014/11/28, 14, , 8, , 
2014/11/29, 15, , 9, 1, 7
2014/11/30, 16, , 9, 1, 7
2014/12/1, 28, , 19, , 8
2014/12/2, 27, , 22, , 8
2014/12/3, 31, , 13, , 8
2014/12/4, 22, , 19, , 1
2014/12/5, 33, , 20, , 2
2014/12/6, 39, , 18, , 1
2014/12/7, 35, , 10, 3, 1
2014/12/8, 20, , 11, 1, 2
2014/12/9, 45, , 11, , 2
2014/12/10, 33, , 14, 3, 3
2014/12/11, 31, , 5, 3, 2
2014/12/12, 39, , 9, 3, 2
2014/12/13, 50, , 15, , 4
2014/12/14, 114, , 9, 3, 3
2014/12/15, 28, , 10, 1, 3
2014/12/16, 16, , 12, 1, 3
2014/12/17, 17, , 15, , 4
2014/12/18, 21, , 13, , 5
2014/12/19, 47, , 7, , 5
2014/12/20, 48, , 7, , 4
2014/12/21, 24, , 5, , 4
2014/12/22, 17, , 5, , 5
2014/12/23, 27, , 8, , 5
2014/12/24, 22, , 4, 1, 5
2014/12/25, 21, , 8, 1, 5
2014/12/26, 19, , 16, 2, 6
2014/12/27, 33, , 10, , 6
2014/12/28, 17, , 10, , 6
2014/12/29, 31, , , , 
2014/7/29, 13, , , , 
2014/8/9, 31, , 4, 5, 4
2014/8/10, 36, , 13, , 6
2014/8/11, 58, , , , 
2014/8/13, 43, , 2, , 4
2014/8/14, 57, , , , 
2014/8/16, 44, , 9, , 4
2014/8/17, 63, , 4, , 3
2014/8/18, 16, , 5, 2, 5
2014/8/19, 65, , 5, 2, 4
2014/8/20, 45, , 5, 3, 3
2014/8/21, 40, , 6, 10, 3
2014/8/22, 58, , 6, 2, 3
2014/8/23, 33, , 4, 1, 3
2014/8/24, 45, , 4, , 3
2014/8/25, 43, , 5, , 4
2014/8/26, 42, , 7, , 4
2014/8/27, 52, , 4, , 4
2014/8/28, 31, , 2, , 3
2014/8/29, 13, , 5, , 4
2014/8/30, 28, , 3, , 4
2014/8/31, 36, , 4, 1, 4
2014/9/1, 25, , 3, 3, 4
2014/9/2, 18, , 4, 3, 3
2014/9/3, 19, , 4, 1, 4
2014/9/4, 26, , 5, , 4
2014/9/5, 24, , 5, , 3
2014/9/6, 17, , 3, 3, 2
2014/9/7, 18, , 2, 1, 2
2014/9/8, 2, , 7, 3, 1
2014/9/9, 15, , 9, 2, 2
2014/9/10, 31, , 10, 3, 2
2014/9/11, 40, , 7, 1, 2
2014/9/12, 25, , 10, 6, 2
2014/9/13, 36, , 6, 1, 2
2014/9/14, 38, , 7, , 3
2014/9/15, 39, , 7, 2, 3
2014/9/16, 38, , 3, , 2
2014/9/17, 33, , 2, 1, 2
2014/9/18, 11, , 7, 7, 3
2014/9/19, 35, , 4, , 3
2014/9/20, 32, , 3, , 2
2014/9/21, 6, , 7, , 4
2014/9/22, 16, , 9, 1, 4
2014/9/23, 24, , 11, 6, 3
2014/9/24, 37, , 9, , 3
2014/9/25, 32, , 3, 2, 3
2014/9/26, 10, , 1, , 3
2014/9/27, 7, , 5, 1, 3
2014/9/28, 19, , 5, , 3
2014/9/29, 17, , 6, , 3
2014/9/30, 18, , 9, 5, 4
2014/10/1, 32, , 3, 1, 3
2020/4/1, , , 2, , 2
2020/6/30, , , 3, , 1
2020/1/1, , , 11, 3, 2
2019/12/8, , , 10, 1, 2
2019/12/14, , , 13, 1, 2
2019/1/1, , , 7, 1, 2
2018/6/20, , , 3, , 1
2018/6/21, , , 3, 3, 
2018/6/22, , , 2, , 1
2018/6/23, , , 2, , 1
2018/6/24, , , 3, , 1
2018/6/25, , , 2, , 1
2018/3/26, , , 10, 8, 3
2017/11/24, , , 12, 1, 2
2017/9/10, , , 1, , 2
2016/10/11, , , 6, 1, 3
2016/1/3, , , 13, , 5
2015/8/17, , , 3, , 1
2015/1/1, , , 15, 1, 7
2014/7/28, , , 4, , 3
2014/8/8, , , 6, 11, 3
2014/8/12, , , 3, , 3
2014/8/15, , , 3, , 3
