date, pm25, o3, no2, so2, co
2015/11/26, 44, , 34, , 6
2015/11/27, 61, , 26, , 5
2015/11/28, 45, , 25, , 5
2015/11/29, 33, , 25, , 5
2015/11/30, 37, , 35, , 7
2015/12/1, 27, , 38, , 7
2015/12/2, 5, , 24, , 5
2015/12/3, 27, , 33, , 8
2015/12/4, 39, , 33, , 8
2015/12/5, 43, , 22, , 5
2015/12/6, 25, , 27, , 7
2015/12/7, 44, , 28, , 7
2015/12/8, 34, , 25, , 6
2015/12/9, 34, , 27, , 6
2015/12/10, 48, , 24, , 4
2015/12/11, 47, , 18, , 3
2015/12/12, 34, , 12, , 2
2015/12/13, 35, , 15, , 3
2015/12/14, 27, , 18, , 4
2015/12/15, 47, , 27, , 5
2015/12/16, 47, , 25, , 4
2015/12/17, 20, , 21, , 3
2015/12/18, 28, , 18, , 4
2015/12/19, 28, , 16, , 3
2015/12/20, 46, , 28, , 7
2015/12/21, 63, , 38, , 9
2015/12/22, 65, , 39, , 11
2015/12/23, 76, , 22, , 6
2015/12/24, 68, , 17, , 4
2015/12/25, 57, , 19, , 5
2015/12/26, 53, , 17, , 5
2015/12/27, 48, , 20, , 6
2015/12/28, 68, , 27, , 8
2015/12/29, 97, , 29, , 6
2015/12/30, 60, , 26, , 5
2015/12/31, 31, , , , 
2016/1/4, 63, , 30, , 6
2015/7/2, 73, , 10, , 3
2015/7/3, 47, , 9, , 2
2015/7/4, 36, , 10, , 28
2015/7/5, 71, , 2, , 55
2015/7/6, 26, , 9, , 67
2015/7/7, 34, , 7, , 72
2015/7/8, 36, , 9, , 55
2015/7/9, 64, , 15, , 4
2015/7/10, 59, , 16, , 5
2015/7/11, 109, , 11, , 13
2015/7/14, 31, , 7, , 2
2015/7/15, 21, , 8, , 2
2015/7/16, 30, , 4, , 1
2015/7/17, 17, , 5, , 2
2015/7/18, 31, , 6, , 2
2015/7/19, 25, , 3, , 1
2015/7/20, 17, , 9, , 2
2015/7/21, 33, , 7, , 2
2015/7/22, 29, , 9, , 3
2015/7/23, 30, , 5, , 2
2015/7/24, 25, , 7, , 3
2015/7/25, 24, , 9, , 
2015/7/26, 18, , 5, , 1
2015/7/27, 11, , 6, , 1
2015/7/28, 16, , 9, , 1
2015/7/29, 17, , 9, , 1
2015/7/30, 12, , 8, , 2
2015/7/31, 17, , 13, , 2
2015/8/1, 32, , 10, , 2
2015/8/2, 27, , 5, , 2
2015/8/3, 23, , 5, , 1
2015/8/4, 22, , 7, , 2
2015/8/5, 21, , 9, , 2
2015/8/6, 175, , 15, , 3
2015/8/7, 169, , 7, , 1
2015/8/8, 12, , 9, , 2
2015/8/9, 22, , 9, , 2
2015/8/10, 27, , 12, , 2
2015/8/11, 29, , 13, , 3
2015/8/12, 43, , 15, , 2
2015/8/13, 39, , 19, , 3
2015/8/14, 58, , 11, , 2
2015/8/15, 20, , 6, , 
2015/8/16, 6, , 7, , 
2015/8/17, 9, , 14, , 3
2015/8/18, 21, , 10, , 2
2015/8/19, 20, , 9, , 2
2015/8/20, 23, , 10, , 2
2015/8/21, 20, , 8, , 1
2015/8/22, 14, , 7, , 1
2015/8/23, 12, , 9, , 2
2015/8/24, 23, , 16, , 2
2015/8/25, 33, , 20, , 2
2015/8/26, 49, , 18, , 2
2015/8/27, 55, , 15, , 4
2015/8/28, 67, , 17, , 4
2015/8/29, 93, , 11, , 3
2015/8/30, 51, , 9, , 3
2015/8/31, 45, , 14, , 2
2015/9/1, 26, , 13, , 1
2015/9/2, 24, , 14, , 2
2015/9/3, 26, , 11, , 2
2015/9/4, 17, , 9, , 1
2015/9/5, 14, , 9, , 2
2015/9/6, 25, , 5, , 1
2015/9/7, 14, , 8, , 2
2015/9/8, 18, , 15, , 3
2015/9/9, 24, , 14, , 3
2015/9/10, 28, , 11, , 3
2015/9/11, 18, , 10, , 3
2015/9/12, 21, , 9, , 3
2015/9/13, 27, , 6, , 
2015/9/14, 17, , 11, , 2
2015/9/15, 16, , 16, , 2
2015/9/16, 21, , 11, , 3
2015/9/17, 19, , 15, , 4
2015/9/18, 29, , 15, , 3
2015/9/19, 29, , 12, , 3
2015/9/20, 19, , 9, , 2
2015/9/21, 17, , 9, , 3
2015/9/22, 17, , 19, , 3
2015/9/23, 29, , 15, , 4
2015/9/24, 30, , 15, , 4
2015/9/25, 40, , 15, , 3
2015/9/26, 18, , 10, , 2
2015/9/27, 15, , 6, , 2
2015/9/28, 13, , 15, , 3
2015/9/29, 22, , 18, , 4
2015/9/30, 28, , 20, , 5
2015/10/1, 39, , 18, , 4
2015/4/2, 9, , 14, , 3
2015/4/3, 17, , 12, , 3
2015/4/4, 22, , 12, , 3
2015/4/5, 27, , 17, , 4
2015/4/6, 31, , 10, , 3
2015/4/7, 29, , 18, , 3
2015/4/8, 73, , 16, , 4
2015/4/9, 54, , 17, , 4
2015/4/10, 64, , 16, , 4
2015/4/11, 52, , 13, , 4
2015/4/12, 37, , 6, , 3
2015/4/13, 19, , 11, , 4
2015/4/14, 23, , 15, , 3
2015/4/15, 31, , 10, , 2
2015/4/16, 22, , 13, , 2
2015/4/17, 35, , 15, , 3
2015/4/18, 29, , 5, , 2
2015/4/19, 12, , 16, , 3
2015/4/20, 22, , 18, , 3
2015/4/21, 37, , 14, , 3
2015/4/22, 36, , 13, , 3
2015/4/23, 42, , 6, , 2
2015/4/24, 12, , 15, , 3
2015/4/25, 33, , 9, , 4
2015/4/26, 20, , 11, , 3
2015/4/27, 28, , 13, , 3
2015/4/28, 32, , 17, , 5
2015/4/29, 38, , 9, , 3
2015/4/30, 22, , 9, , 3
2015/5/1, 21, , 16, , 4
2015/5/2, 25, , 6, , 3
2015/5/3, 16, , 7, , 3
2015/5/4, 19, , 14, , 4
2015/5/5, 32, , 11, , 3
2015/5/6, 39, , 7, , 3
2015/5/7, 13, , 16, , 4
2015/5/8, 41, , 17, , 5
2015/5/9, 84, , 9, , 4
2015/5/10, 33, , 9, , 4
2015/5/11, 22, , 11, , 4
2015/5/12, 29, , 15, , 4
2015/5/13, 37, , 12, , 4
2015/5/14, 44, , 11, , 4
2015/5/15, 37, , 11, , 4
2015/5/16, 42, , 8, , 4
2015/5/17, 31, , 8, , 4
2015/5/18, 20, , 9, , 4
2015/5/19, 19, , 11, , 4
2015/5/20, 27, , 11, , 4
2015/5/21, 30, , 10, , 4
2015/5/22, 35, , 17, , 5
2015/5/23, 46, , 22, , 6
2015/5/24, 63, , 8, , 5
2015/5/25, 54, , 13, , 5
2015/5/26, 52, , 16, , 5
2015/5/27, 63, , 12, , 5
2015/5/28, 59, , 7, , 4
2015/5/29, 36, , 10, , 2
2015/5/30, 28, , 7, , 2
2015/5/31, 22, , 6, , 
2015/6/1, 32, , 10, , 2
2015/6/2, 32, , 15, , 2
2015/6/3, 30, , , , 
2015/6/6, 35, , 11, , 2
2015/6/7, 36, , 10, , 
2015/6/8, 21, , 7, , 2
2015/6/9, 25, , 14, , 2
2015/6/10, 88, , 13, , 3
2015/6/11, 106, , 15, , 3
2015/6/12, 40, , 8, , 2
2015/6/13, 15, , 5, , 1
2015/6/23, 24, , 9, , 2
2015/6/25, 37, , 10, , 2
2015/6/26, 39, , 9, , 2
2015/6/27, 38, , 9, , 2
2015/6/28, 38, , 7, , 2
2015/6/29, 102, , 14, , 3
2015/6/30, 43, , 12, , 3
2015/7/1, 79, , 7, , 3
2015/1/2, 10, , 21, , 5
2015/1/3, 20, , 20, , 4
2015/1/4, 19, , 27, , 6
2015/1/5, 29, , 34, , 6
2015/1/6, 50, , 32, , 6
2015/1/7, 53, , 21, , 6
2015/1/8, 34, , 23, , 6
2015/1/9, 14, , 36, , 8
2015/1/10, 52, , 30, , 6
2015/1/11, 50, , , , 
2015/2/7, 36, , 19, , 3
2015/2/8, 34, , 19, , 3
2015/2/9, 42, , 26, , 4
2015/2/10, 42, , 18, , 3
2015/2/11, 39, , 19, , 3
2015/2/12, 35, , 28, , 5
2015/2/13, 94, , 30, , 6
2015/2/14, 47, , 20, , 4
2015/2/15, 34, , 10, , 3
2015/2/16, 11, , 18, , 3
2015/2/17, 19, , 39, , 6
2015/2/18, 62, , 36, , 7
2015/2/19, 75, , 22, , 4
2015/2/20, 35, , 14, , 3
2015/2/21, 11, , 20, , 3
2015/2/22, 23, , 26, , 4
2015/2/23, 49, , 23, , 6
2015/2/24, 22, , 20, , 4
2015/2/25, 18, , 21, , 4
2015/2/26, 26, , 21, , 5
2015/2/27, 20, , 22, , 4
2015/2/28, 33, , 20, , 4
2015/3/1, 22, , 24, , 5
2015/3/2, 28, , 11, , 4
2015/3/3, 12, , 20, , 4
2015/3/4, 21, , 29, , 6
2015/3/5, 49, , 23, , 5
2015/3/6, 25, , 14, , 4
2015/3/7, 11, , 15, , 5
2015/3/8, 19, , 15, , 5
2015/3/9, 22, , 16, , 5
2015/3/10, 13, , 25, , 5
2015/3/11, 27, , 24, , 6
2015/3/12, 40, , 22, , 7
2015/3/13, 53, , 21, , 7
2015/3/14, 42, , 14, , 6
2015/3/15, 35, , 7, , 5
2015/3/16, 12, , 18, , 6
2015/3/17, 29, , 18, , 7
2015/3/18, 49, , 19, , 6
2015/3/19, 41, , 27, , 8
2015/3/20, 46, , 23, , 6
2015/3/21, 26, , 18, , 6
2015/3/22, 19, , 19, , 7
2015/3/23, 27, , 22, , 7
2015/3/24, 44, , 23, , 7
2015/3/25, 48, , 31, , 6
2015/3/26, 63, , 26, , 4
2015/3/27, 66, , 24, , 5
2015/3/28, 37, , 11, , 2
2015/3/29, 21, , 15, , 3
2015/3/30, 24, , 14, , 3
2015/3/31, 31, , 15, , 3
2015/4/1, 44, , 6, , 2
2014/10/2, 24, , 12, , 3
2014/10/3, 12, , 7, , 3
2014/10/4, 19, , 18, , 4
2014/10/5, 6, , 10, , 3
2014/10/6, 9, , 9, , 3
2014/10/7, 8, , 17, , 4
2014/10/8, 23, , 18, , 4
2014/10/9, 23, , 23, , 4
2014/10/10, 39, , 15, , 3
2014/10/11, 41, , 9, , 2
2014/10/12, 25, , 6, , 2
2014/10/13, 12, , , , 
2014/10/15, 30, , 27, , 4
2014/10/16, 37, , 18, , 3
2014/10/17, 35, , 11, , 3
2014/10/18, 27, , 16, , 3
2014/10/19, 37, , 16, , 2
2014/10/20, 163, , 23, , 3
2014/10/21, 108, , 25, , 3
2014/10/22, 29, , 20, , 3
2014/10/23, 36, , 19, , 2
2014/10/24, 34, , 13, , 1
2014/10/25, 18, , 19, , 1
2014/10/26, 23, , 10, , 
2014/10/27, 22, , 10, , 2
2014/10/28, 13, , 16, , 1
2014/10/29, 35, , 17, , 
2014/10/30, 54, , 9, , 
2014/10/31, 40, , 11, , 1
2014/11/1, 44, , 16, , 3
2014/11/2, 26, , 23, , 2
2014/11/3, 58, , 18, , 2
2014/11/4, 26, , 18, , 1
2014/11/5, 33, , 19, , 2
2014/11/6, 24, , 17, , 2
2014/11/7, 37, , 14, , 1
2014/11/8, 28, , 17, , 
2014/11/9, 19, , 18, , 
2014/11/10, 22, , 14, , 
2014/11/11, 25, , , , 
2014/11/13, 53, , 29, , 2
2014/11/14, 66, , 17, , 1
2014/11/15, 59, , , , 
2014/11/18, 57, , 16, , 1
2014/11/19, 30, , 25, , 3
2014/11/20, 54, , 28, , 7
2014/11/21, 76, , 23, , 2
2014/11/26, 31, , 23, , 5
2014/11/27, 60, , 19, , 2
2014/11/28, 48, , 18, , 3
2014/11/29, 37, , 21, , 3
2014/11/30, 25, , 26, , 3
2014/12/1, 22, , 38, , 5
2014/12/2, 42, , 30, , 4
2014/12/3, 38, , 26, , 4
2014/12/4, 39, , 34, , 5
2014/12/5, 51, , 32, , 5
2014/12/6, 62, , 24, , 4
2014/12/7, 59, , 25, , 5
2014/12/8, 63, , 28, , 5
2014/12/9, 59, , 36, , 6
2014/12/10, 37, , , , 
2014/12/13, 45, , 17, , 3
2014/12/14, 43, , , , 
2014/12/16, 53, , 14, , 3
2014/12/17, 22, , 18, , 4
2014/12/18, 33, , 26, , 6
2014/12/19, 70, , 27, , 6
2014/12/20, 61, , 26, , 6
2014/12/21, 42, , 19, , 4
2014/12/22, 45, , 27, , 4
2014/12/23, 20, , 28, , 5
2014/12/24, 25, , 14, , 3
2014/12/25, 13, , 16, , 3
2014/12/26, 27, , 22, , 5
2014/12/27, 27, , 22, , 5
2014/12/28, 52, , 14, , 3
2014/12/29, 29, , , , 
2014/8/9, 51, , 15, , 2
2014/8/10, 42, , 5, , 2
2014/8/11, 72, , 20, , 4
2014/8/13, 41, , 10, , 2
2014/8/16, 74, , 8, , 3
2014/8/17, 111, , 7, , 4
2014/8/18, 88, , 7, , 4
2014/8/19, 61, , 11, , 2
2014/8/20, 72, , 9, , 2
2014/8/21, 77, , 9, , 2
2014/8/22, 32, , 7, , 3
2014/8/23, 37, , 13, , 3
2014/8/24, 37, , 12, , 3
2014/8/25, 35, , 7, , 3
2014/8/26, 35, , 9, , 3
2014/8/27, 25, , 9, , 3
2014/8/28, 19, , 10, , 3
2014/8/29, 31, , 8, , 3
2014/8/30, 38, , 11, , 3
2014/8/31, 7, , 6, , 2
2014/9/1, 7, , 4, , 2
2014/9/2, 11, , 8, , 2
2014/9/3, 6, , 8, , 2
2014/9/4, 6, , 10, , 3
2014/9/5, 21, , 11, , 3
2014/9/6, 36, , 13, , 3
2014/9/7, 36, , 9, , 3
2014/9/8, 44, , 9, , 3
2014/9/9, 27, , 8, , 2
2014/9/10, 28, , 11, , 2
2014/9/11, 37, , 10, , 1
2014/9/12, 41, , 15, , 2
2014/9/13, 40, , 13, , 3
2014/9/14, 93, , 12, , 4
2014/9/16, 37, , 14, , 3
2014/9/17, 50, , 18, , 4
2014/9/18, 67, , 24, , 6
2014/9/19, 59, , 21, , 4
2014/9/20, 32, , 11, , 3
2014/9/21, 24, , 8, , 2
2014/9/22, 35, , 10, , 3
2014/9/23, 51, , 19, , 4
2014/9/24, 52, , 14, , 3
2014/9/25, 49, , 14, , 3
2014/9/26, 44, , 17, , 4
2014/9/27, 28, , 8, , 3
2014/9/28, 23, , 7, , 2
2014/9/29, 27, , 6, , 2
2014/9/30, 27, , 9, , 2
2014/10/1, 32, , 11, , 2
2022/9/9, , , 6, 1, 2
2020/4/1, , , 10, , 2
2020/1/1, , , 18, , 
2019/12/8, , , 15, 1, 3
2019/12/14, , , 19, 1, 3
2019/7/2, , , 3, , 2
2019/7/15, , , 5, 2, 3
2019/7/21, , , 4, , 4
2019/7/22, , , 5, , 3
2019/7/23, , , 4, 5, 3
2019/7/24, , , 10, 1, 3
2019/7/25, , , 6, , 3
2019/6/29, , , 8, 1, 3
2019/6/30, , , 2, 1, 3
2019/7/1, , , 3, , 2
2019/1/2, , , 18, 1, 1
2018/10/1, , , 11, 2, 1
2018/11/13, , , 27, , 5
2018/8/27, , , 8, , 2
2018/9/30, , , 8, 1, 1
2018/4/24, , , 12, , 3
2018/5/27, , , 5, , 2
2018/1/17, , , 25, , 4
2017/11/24, , , 20, , 3
2017/12/5, , , 12, , 3
2017/9/10, , , 6, , 2
2017/2/12, , , 14, , 3
2017/2/13, , , 19, , 5
2017/3/2, , , 25, , 3
2017/3/3, , , 20, , 3
2016/10/11, , , 16, , 3
2016/9/16, , , 14, , 3
2016/4/13, , , 15, , 4
2016/4/14, , , 17, , 4
2016/4/15, , , 11, , 4
2016/5/8, , , 3, , 2
2016/5/9, , , 5, , 2
2016/5/10, , , 13, , 2
2016/5/11, , , 16, , 3
2016/3/26, , , 11, , 3
2015/10/5, , , 15, , 3
2016/1/3, , , 32, , 7
2015/7/12, , , 7, , 8
2015/7/13, , , 11, , 5
2015/6/5, , , 10, , 2
2015/6/14, , , 4, , 1
2015/6/15, , , 10, , 2
2015/6/16, , , 12, , 2
2015/6/17, , , 8, , 1
2015/6/18, , , 10, , 2
2015/6/19, , , 19, , 2
2015/6/20, , , 5, , 
2015/6/21, , , 6, , 2
2015/6/22, , , 10, , 2
2015/6/24, , , 8, , 2
2015/1/1, , , 12, , 4
2015/2/2, , , 24, , 3
2015/2/3, , , 28, , 4
2015/2/4, , , 30, , 5
2015/2/5, , , 21, , 3
2015/2/6, , , 26, , 4
2014/10/14, , , 16, , 3
2014/11/12, , , 28, , 1
2014/11/17, , , 34, , 2
2014/11/22, , , 13, , 1
2014/11/23, , , 19, , 2
2014/11/24, , , 23, , 4
2014/11/25, , , 19, , 2
2014/12/12, , , 33, , 6
2014/12/15, , , 23, , 4
2014/7/29, , , 7, , 3
2014/8/14, , , 4, , 2
